Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A779464,Zuma,11/28/2018 08:40:00 AM,11/28/2018 08:40:00 AM,2205 Galway Dr in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,9 months,Pit Bull Mix,Black/White,Zuma,02/14/2019 03:02:00 PM,02/14/2019 03:02:00 PM,02/01/2018,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0.0
A792224,*Patches,04/08/2019 09:28:00 AM,04/08/2019 09:28:00 AM,2302 East William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Australian Shepherd,White/Brown Brindle,*Patches,04/14/2019 05:19:00 PM,04/14/2019 05:19:00 PM,08/08/2018,Dog,Neutered Male,8 months,Australian Shepherd,White/Brown Brindle,0.0
A738655,Skinny,11/19/2016 09:34:00 AM,11/19/2016 09:34:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby,Skinny,12/27/2016 03:58:00 PM,12/27/2016 03:58:00 PM,11/19/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A757535,,09/03/2017 04:54:00 PM,09/03/2017 04:54:00 PM,3102 Robinson Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,,09/08/2017 06:34:00 PM,09/08/2017 06:34:00 PM,09/03/2016,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,0.0
A727123,Charlie,05/18/2016 01:41:00 PM,05/18/2016 01:41:00 PM,9115 Evelyn in Travis (TX),Stray,Normal,Dog,Intact Male,11 months,Border Collie Mix,Black/White,Charlie,05/22/2016 12:09:00 PM,05/22/2016 12:09:00 PM,06/18/2015,Dog,Intact Male,11 months,Border Collie Mix,Black/White,0.0
A723980,*Buster,04/09/2016 06:18:00 PM,04/09/2016 06:18:00 PM,Stassney Ln & Dove Springs Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Cairn Terrier Mix,Tan,*Buster,04/14/2016 07:07:00 PM,04/14/2016 07:07:00 PM,02/09/2016,Dog,Neutered Male,2 months,Cairn Terrier Mix,Tan,0.0
A752422,Mr. Skittles,06/22/2017 10:49:00 AM,06/22/2017 10:49:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,Mr. Skittles,08/24/2017 02:46:00 PM,08/24/2017 02:46:00 PM,06/22/2015,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,0.0
A764210,,12/24/2017 02:11:00 PM,12/24/2017 02:11:00 PM,6604 Antelope Circle in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Dalmatian,White/Black,,12/29/2017 04:56:00 PM,12/29/2017 04:56:00 PM,09/24/2017,Dog,Spayed Female,3 months,Labrador Retriever/Dalmatian,White/Black,0.0
A782419,Macy,10/14/2018 06:07:00 PM,10/14/2018 06:07:00 PM,10050 Great Hills Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,16 years,Pembroke Welsh Corgi Mix,Tan,Macy,10/15/2018 05:26:00 PM,10/15/2018 05:26:00 PM,10/15/2002,Dog,Spayed Female,16 years,Pembroke Welsh Corgi Mix,Tan,0.0
A779659,,09/04/2018 01:02:00 PM,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Female,1 year,Chicken,Brown,,09/22/2018 07:20:00 PM,09/22/2018 07:20:00 PM,09/04/2017,Bird,Intact Female,1 year,Chicken,Brown,0.0
A723289,,03/29/2016 03:46:00 PM,03/29/2016 03:46:00 PM,2817 Kentish Dr in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat,Black/Brown,,03/30/2016 08:16:00 AM,03/30/2016 08:16:00 AM,03/29/2015,Other,Unknown,1 year,Bat,Black/Brown,1.0
A647531,Carl,02/28/2016 06:54:00 PM,02/28/2016 06:54:00 PM,Suffolk Dr And Nassau Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Australian Cattle Dog/Cairn Terrier,White/Black,Carl,02/29/2016 12:04:00 PM,02/29/2016 12:04:00 PM,02/17/2009,Dog,Neutered Male,7 years,Australian Cattle Dog/Cairn Terrier,White/Black,0.0
A705042,*Willie,06/12/2015 12:15:00 PM,06/12/2015 12:15:00 PM,14000 Westall St in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Willie,07/18/2015 06:36:00 PM,07/18/2015 06:36:00 PM,05/10/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A724978,,04/23/2016 04:48:00 PM,04/23/2016 04:48:00 PM,12881 Pond Springs Rd in Austin (TX),Stray,Normal,Cat,Unknown,4 days,Domestic Shorthair Mix,Orange Tabby,,04/23/2016 07:08:00 PM,04/23/2016 07:08:00 PM,04/19/2016,Cat,Unknown,4 days,Domestic Shorthair Mix,Orange Tabby,0.0
A688792,,09/23/2014 09:26:00 PM,09/23/2014 09:26:00 PM,8800 N Ih 35 in Austin (TX),Wildlife,Injured,Other,Unknown,6 months,Bat Mix,Brown,,09/24/2014 10:22:00 AM,09/24/2014 10:22:00 AM,03/23/2014,Other,Unknown,6 months,Bat Mix,Brown,1.0
A751813,,06/13/2017 01:28:00 PM,06/13/2017 01:28:00 PM,1054 Springdale Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,,08/17/2017 11:39:00 AM,08/17/2017 11:39:00 AM,05/06/2017,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A740691,Kitty Surpri,12/21/2016 01:03:00 PM,12/21/2016 01:03:00 PM,11150 Research Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Domestic Longhair Mix,Black/White,Kitty Surpri,12/22/2016 05:24:00 PM,12/22/2016 05:24:00 PM,12/21/2011,Cat,Neutered Male,5 years,Domestic Longhair Mix,Black/White,0.0
A703255,Razz,05/22/2015 12:29:00 PM,05/22/2015 12:29:00 PM,13838 Lakes Blvd in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull/Labrador Retriever,Tan/White,Razz,05/26/2015 05:29:00 PM,05/26/2015 05:29:00 PM,05/22/2012,Dog,Spayed Female,3 years,Pit Bull/Labrador Retriever,Tan/White,0.0
A706695,,07/02/2015 11:00:00 AM,07/02/2015 11:00:00 AM,6201 S Congress in Austin (TX),Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,,07/02/2015 11:14:00 AM,07/02/2015 11:14:00 AM,06/02/2015,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,1.0
A812097,Chairman,01/15/2020 03:43:00 PM,01/15/2020 03:43:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby,Chairman,01/18/2020 02:18:00 PM,01/18/2020 02:18:00 PM,01/15/2014,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby,0.0
A716492,Jewels,11/20/2015 08:17:00 AM,11/20/2015 08:17:00 AM,900.3 Parkfeild in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,West Highland Mix,White,Jewels,11/22/2015 11:43:00 AM,11/22/2015 11:43:00 AM,11/20/2008,Dog,Spayed Female,7 years,West Highland Mix,White,0.0
A809612,,11/27/2019 03:19:00 PM,11/27/2019 03:19:00 PM,North Lamar Boulevard And West Street Johns Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Shih Tzu Mix,Brown/Black,,12/02/2019 02:04:00 PM,12/02/2019 02:04:00 PM,04/27/2019,Dog,Intact Male,7 months,Shih Tzu Mix,Brown/Black,0.0
A681643,,06/19/2014 10:10:00 AM,06/19/2014 10:10:00 AM,110 Lessin Ln in Austin (TX),Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair Mix,White/Blue,,06/19/2014 10:13:00 AM,06/19/2014 10:13:00 AM,06/19/2004,Cat,Neutered Male,10 years,Domestic Shorthair Mix,White/Blue,1.0
A742219,Benji,01/17/2017 04:11:00 PM,01/17/2017 04:11:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Staffordshire Mix,Tan/Black,Benji,01/26/2017 01:35:00 PM,01/26/2017 01:35:00 PM,01/17/2015,Dog,Neutered Male,2 years,Staffordshire Mix,Tan/Black,0.0
A796261,Gigi,05/30/2019 03:53:00 PM,05/30/2019 03:53:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby,Gigi,06/09/2019 04:22:00 PM,06/09/2019 04:22:00 PM,05/30/2017,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby,0.0
A810637,*Manny,12/17/2019 11:24:00 AM,12/17/2019 11:24:00 AM,3511 Gonzales Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Tan,*Manny,01/23/2020 01:00:00 PM,01/23/2020 01:00:00 PM,12/17/2017,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan,0.0
A783611,Joy,11/02/2018 06:50:00 PM,11/02/2018 06:50:00 PM,9411 Parkfield Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,Tricolor,Joy,12/06/2018 04:37:00 PM,12/06/2018 04:37:00 PM,11/02/2016,Dog,Spayed Female,2 years,Chihuahua Shorthair,Tricolor,0.0
A800838,Rum,07/27/2019 02:25:00 PM,07/27/2019 02:25:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull/Labrador Retriever,Brown/White,Rum,08/16/2019 12:05:00 PM,08/16/2019 12:05:00 PM,07/27/2017,Dog,Neutered Male,2 years,Pit Bull/Labrador Retriever,Brown/White,0.0
A751508,*Henny Penny,06/09/2017 10:23:00 AM,06/09/2017 10:23:00 AM,Dessau Rd & E Howard Ln in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby/White,*Henny Penny,06/11/2017 01:25:00 PM,06/11/2017 01:25:00 PM,12/09/2016,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A685361,Bishop,08/06/2014 12:40:00 PM,08/06/2014 12:40:00 PM,6010 Marigold Ter in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Rottweiler,Black/Tan,Bishop,08/07/2014 11:18:00 AM,08/07/2014 11:18:00 AM,08/06/2013,Dog,Intact Male,1 year,Rottweiler,Black/Tan,0.0
A615091,Ziggy,04/11/2016 02:23:00 PM,04/11/2016 02:23:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Australian Shepherd,White/Tan,Ziggy,04/20/2016 02:24:00 PM,04/20/2016 02:24:00 PM,08/02/2011,Dog,Neutered Male,4 years,Australian Shepherd,White/Tan,0.0
A796601,,06/03/2019 01:15:00 PM,06/03/2019 01:15:00 PM,2203 Onion Creek in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat,Brown,,06/12/2019 04:37:00 PM,06/12/2019 04:37:00 PM,06/03/2016,Other,Unknown,3 years,Bat,Brown,1.0
A676358,,04/08/2014 02:17:00 PM,04/08/2014 02:17:00 PM,Lamplight Village in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Australian Cattle Dog,Tricolor,,04/12/2014 05:39:00 PM,04/12/2014 05:39:00 PM,01/21/2014,Dog,Neutered Male,2 months,Australian Cattle Dog,Tricolor,0.0
A763740,Woodrow,12/15/2017 12:32:00 PM,12/15/2017 12:32:00 PM,Longwood Road And Laurel Hill Street in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Catahoula Mix,Black/White,Woodrow,12/17/2017 02:20:00 PM,12/17/2017 02:20:00 PM,01/17/2017,Dog,Neutered Male,10 months,Catahoula Mix,Black/White,0.0
A706922,Layla Lee,07/05/2015 12:48:00 PM,07/05/2015 12:48:00 PM,Greenbelt At Gus Fruh in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Chihuahua Shorthair Mix,White/Brown,Layla Lee,07/09/2015 04:57:00 PM,07/09/2015 04:57:00 PM,12/09/2014,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,White/Brown,0.0
A793765,*Zephyr,04/29/2019 03:47:00 PM,04/29/2019 03:47:00 PM,6910 E. William Cannon in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix,Tricolor,*Zephyr,05/04/2019 04:17:00 PM,05/04/2019 04:17:00 PM,04/29/2016,Dog,Spayed Female,3 years,Pit Bull Mix,Tricolor,0.0
A765249,Luke,01/15/2018 10:04:00 PM,01/15/2018 10:04:00 PM,6904 Juno in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1 year,Pit Bull Mix,Black,Luke,05/05/2018 07:14:00 PM,05/05/2018 07:14:00 PM,01/15/2017,Dog,Neutered Male,1 year,Pit Bull Mix,Black,0.0
A741946,Bebe,10/26/2017 12:27:00 PM,10/26/2017 12:27:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black,Bebe,11/02/2017 06:49:00 PM,11/02/2017 06:49:00 PM,01/12/2013,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black,0.0
A782609,*Dorothy,10/18/2018 11:21:00 AM,10/18/2018 11:21:00 AM,1327 Los Robles Circle in Del Valle (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,*Dorothy,12/08/2018 12:20:00 PM,12/08/2018 12:20:00 PM,09/26/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0.0
A781201,Bills,11/02/2018 11:03:00 AM,11/02/2018 11:03:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue/White,Bills,11/03/2018 03:56:00 PM,11/03/2018 03:56:00 PM,09/05/2018,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue/White,0.0
A714207,Alzeille,10/19/2015 04:29:00 PM,10/19/2015 04:29:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,English Coonhound Mix,Black/Brown,Alzeille,11/13/2015 02:17:00 PM,11/13/2015 02:17:00 PM,10/19/2013,Dog,Intact Female,2 years,English Coonhound Mix,Black/Brown,0.0
A742749,Sammy,01/27/2017 01:13:00 PM,01/27/2017 01:13:00 PM,10802 San Jose in Travis (TX),Stray,Normal,Dog,Neutered Male,10 months,Labrador Retriever Mix,Tan/White,Sammy,01/30/2017 11:45:00 AM,01/30/2017 11:45:00 AM,03/27/2016,Dog,Neutered Male,10 months,Labrador Retriever Mix,Tan/White,0.0
A704181,Red,06/04/2015 04:59:00 PM,06/04/2015 04:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Chow Chow/Pit Bull,Red/Tan,Red,06/07/2015 01:22:00 PM,06/07/2015 01:22:00 PM,03/29/2015,Dog,Neutered Male,2 months,Chow Chow/Pit Bull,Red/Tan,0.0
A790151,Blues,03/05/2019 04:00:00 PM,03/05/2019 04:00:00 PM,8300 Bluff Springs Road in Travis (TX),Public Assist,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Gray/Blue,Blues,03/15/2019 05:11:00 PM,03/15/2019 05:11:00 PM,03/05/2017,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Gray/Blue,0.0
A669011,,12/12/2013 04:24:00 PM,12/12/2013 04:24:00 PM,Fm 1625/Sassman Rd in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Border Collie/Labrador Retriever,Black/White,,12/12/2013 06:17:00 PM,12/12/2013 06:17:00 PM,10/12/2013,Dog,Intact Female,1 month,Border Collie/Labrador Retriever,Black/White,0.0
A718171,Mamut,12/23/2015 11:44:00 AM,12/23/2015 11:44:00 AM,7704 Whispering Winds Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black/White,Mamut,04/17/2016 02:52:00 PM,04/17/2016 02:52:00 PM,12/23/2013,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,0.0
A732193,*Timmy,08/03/2016 09:19:00 PM,08/03/2016 09:19:00 PM,3713 Tudor Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,*Timmy,10/11/2016 09:09:00 AM,10/11/2016 09:09:00 AM,07/09/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A752500,,06/23/2017 11:00:00 AM,06/23/2017 11:00:00 AM,1735 Rutland Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Brown Tabby,,06/26/2017 04:06:00 PM,06/26/2017 04:06:00 PM,06/16/2017,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A622877,Sultan,09/21/2019 11:00:00 AM,09/21/2019 11:00:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Labrador Retriever/Dachshund,White/Yellow,Sultan,09/30/2019 12:19:00 PM,09/30/2019 12:19:00 PM,01/25/2012,Dog,Neutered Male,7 years,Labrador Retriever/Dachshund,White/Yellow,0.0
A807712,*Quinn,10/28/2019 04:55:00 PM,10/28/2019 04:55:00 PM,1024 East Anderson Lane in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,*Quinn,12/30/2019 07:20:00 PM,12/30/2019 07:20:00 PM,08/25/2019,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby,0.0
A674705,Max,03/17/2014 11:05:00 AM,03/17/2014 11:05:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Miniature Schnauzer Mix,Black,Max,03/19/2014 06:06:00 PM,03/19/2014 06:06:00 PM,03/17/2010,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Black,0.0
A679213,Tucker,05/17/2014 02:26:00 PM,05/17/2014 02:26:00 PM,E 17Th Street in Austin (TX),Stray,Other,Dog,Intact Male,2 years,Black Mouth Cur Mix,Tan,Tucker,09/18/2015 11:46:00 AM,09/18/2015 11:46:00 AM,05/17/2012,Dog,Neutered Male,3 years,Black Mouth Cur Mix,Tan,0.0
A798450,,06/26/2019 11:23:00 AM,06/26/2019 11:23:00 AM,8115 Altoga Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Plott Hound,Brown Brindle,,06/30/2019 05:12:00 PM,06/30/2019 05:12:00 PM,02/26/2019,Dog,Spayed Female,4 months,Plott Hound,Brown Brindle,0.0
A690345,Pumpkin,10/18/2014 04:23:00 PM,10/18/2014 04:23:00 PM,124 W Anderson in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Chocolate,Pumpkin,10/31/2014 03:53:00 PM,10/31/2014 03:53:00 PM,10/18/2013,Dog,Spayed Female,1 year,Labrador Retriever Mix,Chocolate,0.0
A807971,,11/02/2019 12:38:00 PM,11/02/2019 12:38:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,German Shepherd,Black/Brown,,12/06/2019 11:37:00 AM,12/06/2019 11:37:00 AM,09/17/2019,Dog,Intact Female,2 months,German Shepherd,Black/Brown,0.0
A738131,Marley,11/10/2016 11:02:00 AM,11/10/2016 11:02:00 AM,715 S Exposition Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan/White,Marley,11/10/2016 06:43:00 PM,11/10/2016 06:43:00 PM,11/10/2015,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan/White,0.0
A716148,,11/15/2015 02:12:00 PM,11/15/2015 02:12:00 PM,14938 Swiss Dr in Travis (TX),Stray,Normal,Dog,Intact Male,3 weeks,Catahoula Mix,Brown Brindle/White,,12/23/2015 12:21:00 PM,12/23/2015 12:21:00 PM,10/20/2015,Dog,Neutered Male,2 months,Catahoula Mix,Brown Brindle/White,0.0
A775594,Mabel,07/02/2018 02:08:00 PM,07/02/2018 02:08:00 PM,2105 Kramer Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico/White,Mabel,08/25/2018 04:13:00 PM,08/25/2018 04:13:00 PM,06/04/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico/White,0.0
A674790,Ginger,03/18/2014 01:50:00 PM,03/18/2014 01:50:00 PM,E Stassney Ih 35 in Austin (TX),Public Assist,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Red,Ginger,03/23/2014 02:10:00 PM,03/23/2014 02:10:00 PM,11/03/2013,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Red,0.0
A789235,Negro,02/18/2019 12:01:00 PM,02/18/2019 12:01:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Blue,Negro,02/21/2019 05:41:00 PM,02/21/2019 05:41:00 PM,08/18/2018,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue,0.0
A705963,,06/23/2015 09:11:00 AM,06/23/2015 09:11:00 AM,1415 Mearns Meadows Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,White/Black,,06/23/2015 12:04:00 PM,06/23/2015 12:04:00 PM,03/23/2015,Dog,Intact Male,3 months,Pit Bull Mix,White/Black,0.0
A722626,Billy Holida,03/19/2016 04:32:00 PM,03/19/2016 04:32:00 PM,Winsted Ln And 10Th in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Tortie,Billy Holida,03/20/2016 12:00:00 AM,03/20/2016 12:00:00 AM,03/19/2014,Cat,Neutered Male,2 years,Domestic Shorthair,Tortie,0.0
A710810,Tula,11/16/2015 11:48:00 AM,11/16/2015 11:48:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Golden Retriever/Collie Rough,Brown/Tan,Tula,11/21/2015 05:55:00 PM,11/21/2015 05:55:00 PM,04/01/2015,Dog,Spayed Female,7 months,Golden Retriever/Collie Rough,Brown/Tan,0.0
A729816,,06/24/2016 11:38:00 AM,06/24/2016 11:38:00 AM,913 Freewater in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,,08/31/2016 09:28:00 AM,08/31/2016 09:28:00 AM,05/02/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A739003,Pazuzu,12/26/2016 12:08:00 PM,12/26/2016 12:08:00 PM,Riverside And Lakeshore in Austin (TX),Stray,Normal,Dog,Neutered Male,9 months,Labrador Retriever Mix,White/Black,Pazuzu,11/26/2016 03:56:00 PM,11/26/2016 03:56:00 PM,03/15/2016,Dog,Neutered Male,8 months,Labrador Retriever Mix,White/Black,0.0
A763121,Jackie,12/03/2017 02:42:00 PM,12/03/2017 02:42:00 PM,Tara Drive And Salt Springs in Austin (TX),Stray,Normal,Dog,Spayed Female,16 years,Australian Cattle Dog Mix,White/Brown,Jackie,12/03/2017 07:03:00 PM,12/03/2017 07:03:00 PM,12/03/2001,Dog,Spayed Female,16 years,Australian Cattle Dog Mix,White/Brown,0.0
A743319,*Moo,02/08/2017 11:11:00 AM,02/08/2017 11:11:00 AM,8357 Steamline Circle in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Beagle Mix,Black/White,*Moo,02/15/2017 12:00:00 AM,02/15/2017 12:00:00 AM,02/08/2015,Dog,Intact Female,2 years,Beagle Mix,Black/White,0.0
A661968,Peanut,11/01/2016 11:59:00 AM,11/01/2016 11:59:00 AM,5401 Maryanna in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pekingese Mix,Brown,Peanut,11/01/2016 03:12:00 PM,11/01/2016 03:12:00 PM,08/01/2015,Dog,Neutered Male,1 year,Pekingese Mix,Brown,0.0
A802570,Gavin,08/20/2019 09:36:00 AM,08/20/2019 09:36:00 AM,9617 Sugar Hill Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,Gavin,10/17/2019 06:58:00 AM,10/17/2019 06:58:00 AM,07/03/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,0.0
A731119,*Lane,07/16/2016 02:36:00 PM,07/16/2016 02:36:00 PM,4909 Eastdale Dr in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Labrador Retriever Mix,Black,*Lane,08/09/2016 09:12:00 AM,08/09/2016 09:12:00 AM,07/29/2005,Dog,Intact Male,11 years,Labrador Retriever Mix,Black,0.0
A686911,,08/28/2014 06:13:00 PM,08/28/2014 06:13:00 PM,Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue,,08/28/2014 06:20:00 PM,08/28/2014 06:20:00 PM,08/28/2014,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue,0.0
A670458,Brownie,02/09/2014 01:21:00 PM,02/09/2014 01:21:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,Brownie,02/10/2014 06:35:00 PM,02/10/2014 06:35:00 PM,01/08/2012,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,0.0
A793445,Canela,04/25/2019 12:05:00 PM,04/25/2019 12:05:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Tan/White,Canela,04/30/2019 12:57:00 PM,04/30/2019 12:57:00 PM,04/25/2017,Dog,Intact Female,2 years,Labrador Retriever Mix,Tan/White,0.0
A689539,,10/05/2014 07:55:00 PM,10/05/2014 07:55:00 PM,8001 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Catahoula Mix,Brown/White,,10/09/2014 07:17:00 PM,10/09/2014 07:17:00 PM,07/25/2014,Dog,Spayed Female,2 months,Catahoula Mix,Brown/White,0.0
A677676,,04/27/2014 05:21:00 PM,04/27/2014 05:21:00 PM,3002 E 18 1/2 St in Austin (TX),Stray,Normal,Bird,Intact Male,2 years,Bantam Mix,White,,05/06/2014 06:40:00 PM,05/06/2014 06:40:00 PM,04/25/2012,Bird,Intact Male,2 years,Bantam Mix,White,0.0
A717930,Jarvis,12/17/2015 06:48:00 PM,12/17/2015 06:48:00 PM,10404 Premier Park St in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Labrador Retriever Mix,Black,Jarvis,12/27/2015 05:07:00 PM,12/27/2015 05:07:00 PM,03/17/2015,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black,0.0
A738496,Chica,11/16/2016 01:04:00 PM,11/16/2016 01:04:00 PM,10307 Brownie St #D in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Brown,Chica,11/18/2016 06:18:00 PM,11/18/2016 06:18:00 PM,11/16/2013,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Brown,0.0
A702207,,05/10/2015 04:29:00 PM,05/10/2015 04:29:00 PM,1135 Barton Hills in Austin (TX),Stray,Normal,Cat,Neutered Male,12 years,Domestic Longhair Mix,Orange Tabby/White,,05/10/2015 05:16:00 PM,05/10/2015 05:16:00 PM,05/10/2003,Cat,Neutered Male,12 years,Domestic Longhair Mix,Orange Tabby/White,1.0
